,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Day,Month,Year
36,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2020-10-22 03:40:00,GIF,Soccer,negative,0,Thursday,10,2020
37,388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,2021-03-31 00:16:00,video,Education,negative,0,Wednesday,3,2021
38,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-12-07 00:39:00,photo,Studying,negative,0,Monday,12,2020
39,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2021-04-07 22:07:00,photo,Studying,negative,0,Wednesday,4,2021
40,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-07-06 19:29:00,photo,Studying,negative,0,Monday,7,2020
41,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-09-11 20:55:00,photo,Travel,negative,0,Friday,9,2020
42,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-07-26 11:28:00,photo,Travel,negative,0,Sunday,7,2020
43,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,disgust,2021-05-11 03:04:00,audio,dogs,negative,0,Tuesday,5,2021
44,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2021-04-28 07:00:00,GIF,Science,negative,0,Wednesday,4,2021
45,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2020-08-05 15:37:00,GIF,Science,negative,0,Wednesday,8,2020
46,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-07-21 09:23:00,GIF,Veganism,negative,0,Tuesday,7,2020
47,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-06-21 14:10:00,GIF,Veganism,negative,0,Sunday,6,2020
48,f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,2021-03-08 02:51:00,photo,Healthy Eating,negative,0,Monday,3,2021
49,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2021-02-21 08:37:00,video,Food,negative,0,Sunday,2,2021
50,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2020-12-04 13:10:00,video,Food,negative,0,Friday,12,2020
51,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-12-22 19:44:00,video,dogs,negative,0,Tuesday,12,2020
52,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-07-08 10:18:00,video,dogs,negative,0,Wednesday,7,2020
53,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-10-22 15:01:00,video,dogs,negative,0,Thursday,10,2020
54,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2021-01-17 23:43:00,video,cooking,negative,0,Sunday,1,2021
55,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2020-06-23 11:28:00,video,cooking,negative,0,Tuesday,6,2020
56,eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,2020-10-10 23:55:00,audio,Food,negative,0,Saturday,10,2020
57,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-08-01 08:00:00,photo,Technology,negative,0,Saturday,8,2020
58,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-10-06 11:27:00,photo,Technology,negative,0,Tuesday,10,2020
59,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-06-30 23:11:00,GIF,Healthy Eating,negative,0,Tuesday,6,2020
60,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-01-16 01:40:00,GIF,Healthy Eating,negative,0,Saturday,1,2021
61,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-05-21 14:58:00,GIF,Healthy Eating,negative,0,Friday,5,2021
62,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-10-01 07:34:00,GIF,Healthy Eating,negative,0,Thursday,10,2020
63,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-07-07 12:17:00,GIF,Healthy Eating,negative,0,Tuesday,7,2020
64,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,2020-09-08 15:30:00,audio,Animals,negative,0,Tuesday,9,2020
65,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-04-24 11:52:00,audio,Fitness,negative,0,Saturday,4,2021
66,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-03-18 22:16:00,audio,Fitness,negative,0,Thursday,3,2021
67,4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,2020-07-05 20:02:00,audio,Animals,negative,0,Sunday,7,2020
68,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-11-12 19:22:00,photo,Fitness,negative,0,Thursday,11,2020
69,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-09-21 08:22:00,photo,Fitness,negative,0,Monday,9,2020
70,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-04-18 13:09:00,photo,Fitness,negative,0,Sunday,4,2021
71,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-01-27 15:57:00,photo,Fitness,negative,0,Wednesday,1,2021
72,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,2020-12-06 06:14:00,photo,Veganism,negative,0,Sunday,12,2020
73,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2020-06-26 16:08:00,video,dogs,negative,0,Friday,6,2020
74,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-05-18 09:59:00,video,dogs,negative,0,Tuesday,5,2021
75,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-02-22 18:10:00,video,dogs,negative,0,Monday,2,2021
76,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-09-01 06:27:00,GIF,Healthy Eating,negative,0,Tuesday,9,2020
77,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-10-27 14:22:00,GIF,Healthy Eating,negative,0,Tuesday,10,2020
78,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2021-03-25 11:15:00,GIF,Healthy Eating,negative,0,Thursday,3,2021
79,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,2021-02-07 18:56:00,GIF,Studying,negative,0,Sunday,2,2021
80,14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,2021-02-24 03:44:00,video,tennis,negative,0,Wednesday,2,2021
81,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2020-11-24 19:10:00,GIF,tennis,negative,0,Tuesday,11,2020
82,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-01-22 16:02:00,GIF,tennis,negative,0,Friday,1,2021
83,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-03-28 13:07:00,GIF,tennis,negative,0,Sunday,3,2021
84,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-09-03 10:59:00,GIF,Travel,negative,0,Thursday,9,2020
85,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-11-10 07:27:00,GIF,Travel,negative,0,Tuesday,11,2020
86,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-25 00:52:00,GIF,Travel,negative,0,Monday,1,2021
87,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-06-26 18:09:00,GIF,Travel,negative,0,Friday,6,2020
88,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-20 19:32:00,GIF,Travel,negative,0,Wednesday,1,2021
89,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-10-24 10:08:00,video,Science,negative,0,Saturday,10,2020
90,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-08-07 09:07:00,video,Science,negative,0,Friday,8,2020
91,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16 05:51:00,video,Science,negative,0,Saturday,1,2021
92,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21 09:10:00,video,Technology,negative,0,Monday,9,2020
93,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-02-04 07:27:00,video,Technology,negative,0,Thursday,2,2021
94,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26 13:22:00,video,Technology,negative,0,Wednesday,5,2021
95,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2020-12-20 01:10:00,video,Science,negative,0,Sunday,12,2020
96,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2021-06-03 02:16:00,video,Science,negative,0,Thursday,6,2021
97,82145a60-013e-4d96-81a5-399af8618158,disgust,2021-02-03 23:56:00,audio,Food,negative,0,Wednesday,2,2021
98,82145a60-013e-4d96-81a5-399af8618158,disgust,2020-07-22 21:59:00,audio,Food,negative,0,Wednesday,7,2020
99,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,2020-09-10 10:21:00,GIF,Food,negative,0,Thursday,9,2020
100,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-02-08 05:08:00,GIF,Healthy Eating,negative,0,Monday,2,2021
101,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-04-23 03:13:00,GIF,Healthy Eating,negative,0,Friday,4,2021
102,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-07-15 19:23:00,video,Culture,negative,0,Wednesday,7,2020
103,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2021-02-12 16:04:00,video,Culture,negative,0,Friday,2,2021
104,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25 05:15:00,video,Culture,negative,0,Thursday,6,2020
105,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17 13:47:00,GIF,Soccer,negative,0,Monday,5,2021
106,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29 18:04:00,GIF,Soccer,negative,0,Thursday,4,2021
107,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15 03:05:00,GIF,Soccer,negative,0,Tuesday,12,2020
108,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27 23:36:00,audio,Culture,negative,0,Sunday,12,2020
109,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20 13:31:00,audio,Culture,negative,0,Tuesday,10,2020
110,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25 19:36:00,audio,Education,negative,0,Thursday,3,2021
111,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26 14:04:00,photo,Education,negative,0,Thursday,11,2020
112,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2021-06-07 04:28:00,photo,Education,negative,0,Monday,6,2021
113,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-12-03 11:30:00,photo,Studying,negative,0,Thursday,12,2020
114,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13 07:30:00,photo,Studying,negative,0,Tuesday,4,2021
115,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24 06:45:00,photo,Studying,negative,0,Wednesday,6,2020
116,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24 20:52:00,audio,Science,negative,0,Sunday,1,2021
117,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2020-11-25 19:43:00,audio,Science,negative,0,Wednesday,11,2020
118,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-26 15:54:00,audio,Science,negative,0,Tuesday,1,2021
119,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-03-10 19:24:00,GIF,Fitness,negative,0,Wednesday,3,2021
120,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-06-16 16:12:00,GIF,Fitness,negative,0,Wednesday,6,2021
121,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-01-29 09:21:00,GIF,Fitness,negative,0,Friday,1,2021
122,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2020-12-26 09:23:00,video,Science,negative,0,Saturday,12,2020
123,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2021-04-02 21:00:00,video,Science,negative,0,Friday,4,2021
124,9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,2021-01-16 07:00:00,GIF,Travel,negative,0,Saturday,1,2021
125,841403fd-321b-4118-90b3-cc0075d64047,disgust,2020-09-27 06:26:00,GIF,Studying,negative,0,Sunday,9,2020
126,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2021-03-11 08:12:00,video,Culture,negative,0,Thursday,3,2021
127,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2020-06-23 18:41:00,video,Culture,negative,0,Tuesday,6,2020
128,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-12-29 08:39:00,photo,Science,negative,0,Tuesday,12,2020
129,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2021-04-27 00:46:00,photo,Science,negative,0,Tuesday,4,2021
130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-11-20 10:39:00,photo,Science,negative,0,Friday,11,2020
131,0491183b-be25-4108-b667-8c30d3cdbf50,disgust,2020-07-11 18:45:00,audio,Veganism,negative,0,Saturday,7,2020
132,359b93ea-446f-4202-8801-db238de5de4d,disgust,2021-02-26 19:38:00,photo,Food,negative,0,Friday,2,2021
133,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-06-09 06:01:00,video,Healthy Eating,negative,0,Wednesday,6,2021
134,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-04-08 01:19:00,video,Healthy Eating,negative,0,Thursday,4,2021
135,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2020-08-31 08:14:00,video,Healthy Eating,negative,0,Monday,8,2020
136,86346263-02db-4020-a216-9e54f502f643,disgust,2020-09-19 14:51:00,GIF,Travel,negative,0,Saturday,9,2020
137,86346263-02db-4020-a216-9e54f502f643,disgust,2020-11-04 05:30:00,GIF,Travel,negative,0,Wednesday,11,2020
138,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,2020-09-28 14:41:00,photo,Studying,negative,0,Monday,9,2020
139,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,2021-03-13 14:46:00,video,Science,negative,0,Saturday,3,2021
140,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-05-06 04:52:00,photo,Culture,negative,0,Thursday,5,2021
141,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-03-18 15:44:00,photo,Culture,negative,0,Thursday,3,2021
142,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2020-10-31 11:07:00,GIF,Culture,negative,0,Saturday,10,2020
143,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-02-26 18:46:00,GIF,Culture,negative,0,Friday,2,2021
144,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-01-22 03:45:00,GIF,Culture,negative,0,Friday,1,2021
145,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,2020-08-26 19:01:00,GIF,Technology,negative,0,Wednesday,8,2020
146,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2021-02-27 07:03:00,photo,Culture,negative,0,Saturday,2,2021
147,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2020-06-27 14:11:00,photo,Culture,negative,0,Saturday,6,2020
148,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-11-10 01:05:00,GIF,Science,negative,0,Tuesday,11,2020
149,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-07-07 20:10:00,GIF,Science,negative,0,Tuesday,7,2020
150,c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,2021-04-15 19:16:00,GIF,Veganism,negative,0,Thursday,4,2021
151,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-01-03 06:27:00,video,Healthy Eating,negative,0,Sunday,1,2021
152,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-04-20 15:01:00,video,Healthy Eating,negative,0,Tuesday,4,2021
153,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-11-24 08:08:00,video,Healthy Eating,negative,0,Tuesday,11,2020
154,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-12-21 19:33:00,video,Healthy Eating,negative,0,Monday,12,2020
155,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2021-05-04 17:40:00,video,Healthy Eating,negative,0,Tuesday,5,2021
156,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-04 07:49:00,photo,dogs,negative,0,Wednesday,11,2020
157,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-10-30 08:38:00,photo,dogs,negative,0,Friday,10,2020
158,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-11 23:23:00,photo,dogs,negative,0,Wednesday,11,2020
159,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2021-02-15 11:09:00,photo,dogs,negative,0,Monday,2,2021
160,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-04-12 10:58:00,photo,Travel,negative,0,Monday,4,2021
161,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-01-01 15:36:00,photo,Travel,negative,0,Friday,1,2021
162,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-12-13 17:23:00,photo,Travel,negative,0,Sunday,12,2020
163,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-11-13 10:06:00,photo,Travel,negative,0,Friday,11,2020
164,ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,2021-05-25 23:39:00,video,Soccer,negative,0,Tuesday,5,2021
165,d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,2021-05-25 07:18:00,audio,Culture,negative,0,Tuesday,5,2021
166,62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,2021-02-10 16:00:00,audio,Veganism,negative,0,Wednesday,2,2021
167,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-23 11:36:00,GIF,cooking,negative,0,Friday,10,2020
168,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-03 22:31:00,GIF,cooking,negative,0,Saturday,4,2021
169,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-12-23 13:18:00,GIF,cooking,negative,0,Wednesday,12,2020
170,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-16 10:24:00,GIF,cooking,negative,0,Friday,4,2021
171,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-07-08 21:07:00,GIF,cooking,negative,0,Wednesday,7,2020
172,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-13 15:40:00,GIF,cooking,negative,0,Friday,11,2020
173,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-09-14 10:32:00,GIF,cooking,negative,0,Monday,9,2020
174,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-14 23:46:00,GIF,cooking,negative,0,Wednesday,10,2020
175,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-01 08:01:00,GIF,cooking,negative,0,Sunday,11,2020
176,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20 00:01:00,GIF,cooking,negative,0,Thursday,5,2021
177,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-07-06 14:07:00,audio,Technology,negative,0,Monday,7,2020
178,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-09-06 13:50:00,audio,Technology,negative,0,Sunday,9,2020
179,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15 04:56:00,audio,Technology,negative,0,Thursday,10,2020
180,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20 20:27:00,video,Education,negative,0,Wednesday,1,2021
181,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14 03:34:00,video,Education,negative,0,Wednesday,4,2021
182,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23 20:42:00,audio,Studying,negative,0,Saturday,1,2021
183,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-07-06 15:48:00,video,Studying,negative,0,Monday,7,2020
184,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24 20:48:00,video,Public speaking,negative,0,Thursday,9,2020
185,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-01 08:27:00,video,Public speaking,negative,0,Tuesday,9,2020
186,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02 11:04:00,video,Public speaking,negative,0,Tuesday,2,2021
187,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-05-06 16:55:00,audio,Technology,negative,0,Thursday,5,2021
188,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-04-05 15:27:00,audio,Technology,negative,0,Monday,4,2021
189,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-02-03 17:39:00,GIF,Education,negative,0,Wednesday,2,2021
190,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24 09:08:00,GIF,Education,negative,0,Friday,7,2020
191,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-05-24 09:55:00,video,Public speaking,negative,0,Monday,5,2021
192,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-04-29 20:20:00,video,Public speaking,negative,0,Thursday,4,2021
193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25 06:35:00,photo,Food,negative,0,Friday,12,2020
194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12 11:40:00,photo,Food,negative,0,Saturday,12,2020
195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15 12:39:00,photo,Food,negative,0,Wednesday,7,2020
196,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2021-02-16 15:42:00,GIF,Public speaking,negative,0,Tuesday,2,2021
197,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-09-03 08:25:00,GIF,Public speaking,negative,0,Thursday,9,2020
198,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21 16:00:00,photo,Animals,negative,0,Thursday,1,2021
199,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25 22:40:00,photo,Animals,negative,0,Thursday,2,2021
200,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-04-05 05:18:00,photo,Education,negative,0,Monday,4,2021
